previous_date,current_date,threshold_95,actual_return,breach_95,threshold_99,breach_99
2006-12-28,2006-12-29,-0.00834236186348869,-0.0017838030681412986,False,-0.011753594291111336,False
2006-12-29,2007-01-02,-0.00829646017699126,0.007658531604207042,False,-0.011516756881262302,False
2007-01-02,2007-01-03,-0.00829646017699126,-0.012059181191730883,True,-0.011516756881262302,True
2007-01-03,2007-01-04,-0.00834236186348869,-0.0028208021335521805,False,-0.011851015801354503,False
2007-01-04,2007-01-05,-0.00834236186348869,-0.007097670112636845,False,-0.011851015801354503,False
2007-01-05,2007-01-08,-0.00834236186348869,0.004144004144003954,False,-0.011851015801354503,False
2007-01-08,2007-01-09,-0.00834236186348869,0.0007737941707506302,False,-0.011851015801354503,False
2007-01-09,2007-01-10,-0.00834236186348869,-0.0034020618556700466,False,-0.011851015801354503,False
2007-01-10,2007-01-11,-0.00834236186348869,0.005430847212165135,False,-0.011851015801354503,False
2007-01-11,2007-01-12,-0.00834236186348869,0.007099130613714699,False,-0.011851015801354503,False
2007-01-12,2007-01-16,-0.00834236186348869,0.0014302497829083993,False,-0.011851015801354503,False
2007-01-16,2007-01-17,-0.00834236186348869,0.005865850548329554,False,-0.011851015801354503,False
2007-01-17,2007-01-18,-0.00834236186348869,-0.00025354969574031827,False,-0.011851015801354503,False
2007-01-18,2007-01-19,-0.00834236186348869,0.002231803195536397,False,-0.011851015801354503,False
2007-01-19,2007-01-22,-0.00834236186348869,0.0006579280327951853,False,-0.011851015801354503,False
2007-01-22,2007-01-23,-0.00834236186348869,0.003793242969856392,False,-0.011851015801354503,False
2007-01-23,2007-01-24,-0.00834236186348869,-0.008666297173376303,True,-0.011851015801354503,False
2007-01-24,2007-01-25,-0.008524212948436305,0.0014231257941550446,False,-0.011851015801354503,False
2007-01-25,2007-01-26,-0.008524212948436305,-0.005329137694767283,False,-0.011851015801354503,False
2007-01-26,2007-01-29,-0.008524212948436305,-0.0003061536891518779,False,-0.011851015801354503,False
2007-01-29,2007-01-30,-0.008524212948436305,0.0012760310330746094,False,-0.011851015801354503,False
2007-01-30,2007-01-31,-0.008524212948436305,-0.0003058571647041042,False,-0.011851015801354503,False
2007-01-31,2007-02-01,-0.008524212948436305,0.003824384274131676,False,-0.011851015801354503,False
2007-02-01,2007-02-02,-0.008524212948436305,-0.0012191405059432947,False,-0.011851015801354503,False
2007-02-02,2007-02-05,-0.00834236186348869,-0.0031532906113315162,False,-0.011516756881262302,False
2007-02-05,2007-02-06,-0.00834236186348869,0.004744897959183758,False,-0.011516756881262302,False
2007-02-06,2007-02-07,-0.00834236186348869,0.0003046767887067148,False,-0.011516756881262302,False
2007-02-07,2007-02-08,-0.00834236186348869,-0.005736331793492089,False,-0.011516756881262302,False
2007-02-08,2007-02-09,-0.00834236186348869,-0.0037782089247421213,False,-0.011516756881262302,False
2007-02-09,2007-02-12,-0.00834236186348869,-0.001947519475194781,False,-0.011516756881262302,False
2007-02-12,2007-02-13,-0.00834236186348869,-0.001591866077847448,False,-0.011516756881262302,False
2007-02-13,2007-02-14,-0.00834236186348869,0.009514992542303258,False,-0.011516756881262302,False
2007-02-14,2007-02-15,-0.00834236186348869,-0.004890972080701106,False,-0.011516756881262302,False
2007-02-15,2007-02-16,-0.00834236186348869,-0.0016895351218513266,False,-0.011516756881262302,False
2007-02-16,2007-02-20,-0.00834236186348869,0.0024616647007540404,False,-0.011516756881262302,False
2007-02-20,2007-02-21,-0.00834236186348869,-0.001176651148513952,False,-0.011516756881262302,False
2007-02-21,2007-02-22,-0.00834236186348869,0.0024072935873797885,False,-0.011516756881262302,False
2007-02-22,2007-02-23,-0.00834236186348869,0.0034745286393131902,False,-0.011516756881262302,False
2007-02-23,2007-02-26,-0.00834236186348869,-0.00040735271653336014,False,-0.011516756881262302,False
2007-02-26,2007-02-27,-0.00834236186348869,0.0015281952014669642,False,-0.011516756881262302,False
2007-02-27,2007-02-28,-0.00834236186348869,-0.0024413814149839563,False,-0.011516756881262302,False
2007-02-28,2007-03-01,-0.00834236186348869,-0.0017335440779076006,False,-0.011516756881262302,False
2007-03-01,2007-03-02,-0.00834236186348869,-0.00618009091373406,False,-0.011516756881262302,False
2007-03-02,2007-03-05,-0.00834236186348869,-0.011460581765854627,True,-0.011516756881262302,False
2007-03-05,2007-03-06,-0.008524212948436305,0.0018195996880685517,False,-0.011516756881262302,False
2007-03-06,2007-03-07,-0.008524212948436305,0.002335236118318651,False,-0.011516756881262302,False
2007-03-07,2007-03-08,-0.008524212948436305,-0.0007765984985762531,False,-0.011516756881262302,False
2007-03-08,2007-03-09,-0.008524212948436305,0.0009326424870466088,False,-0.011516756881262302,False
2007-03-09,2007-03-12,-0.008524212948436305,-0.001397660213272589,False,-0.011516756881262302,False
2007-03-12,2007-03-13,-0.008524212948436305,0.00160696697942031,False,-0.011516756881262302,False
2007-03-13,2007-03-14,-0.008524212948436305,0.0007763171514336697,False,-0.011516756881262302,False
2007-03-14,2007-03-15,-0.008524212948436305,0.0014480012411439702,False,-0.011516756881262302,False
2007-03-15,2007-03-16,-0.008524212948436305,0.0029950942421894666,False,-0.011516756881262302,False
2007-03-16,2007-03-19,-0.00834236186348869,0.0019049580394379095,False,-0.011516756881262302,False
2007-03-19,2007-03-20,-0.00834236186348869,0.006166495375128367,False,-0.011516756881262302,False
2007-03-20,2007-03-21,-0.00829646017699126,0.0008171603677222805,False,-0.011460581765854627,False
2007-03-21,2007-03-22,-0.00829646017699126,0.003878342518881528,False,-0.011460581765854627,False
2007-03-22,2007-03-23,-0.00829646017699126,-0.0020333468889792705,False,-0.011460581765854627,False
2007-03-23,2007-03-26,-0.00829646017699126,0.0031581092094539187,False,-0.011460581765854627,False
2007-03-26,2007-03-27,-0.00829646017699126,-0.001523306590839879,False,-0.011460581765854627,False
2007-03-27,2007-03-28,-0.00829646017699126,-0.0026952807160292025,False,-0.011460581765854627,False
2007-03-28,2007-03-29,-0.00829646017699126,0.0008158686451480435,False,-0.011460581765854627,False
2007-03-29,2007-03-30,-0.00829646017699126,0.0029551128547409267,False,-0.011460581765854627,False
2007-03-30,2007-04-02,-0.00829646017699126,0.005130810261620544,False,-0.011460581765854627,False
2007-04-02,2007-04-03,-0.00829646017699126,-0.00025270393207310615,False,-0.011460581765854627,False
2007-04-03,2007-04-04,-0.00829646017699126,-0.0012638390374601904,False,-0.011460581765854627,False
2007-04-04,2007-04-05,-0.00829646017699126,-0.0024296416278598576,False,-0.011460581765854627,False
2007-04-05,2007-04-06,-0.00829646017699126,-0.002689263243352946,False,-0.011460581765854627,False
2007-04-06,2007-04-09,-0.00829646017699126,-0.0023912490460442637,False,-0.011460581765854627,False
2007-04-09,2007-04-10,-0.00829646017699126,0.005609955120359,False,-0.011460581765854627,False
2007-04-10,2007-04-11,-0.00829646017699126,0.0034486256212598043,False,-0.011460581765854627,False
2007-04-11,2007-04-12,-0.00829646017699126,-0.0008591933690487163,False,-0.011460581765854627,False
2007-04-12,2007-04-13,-0.00829646017699126,0.003035054883909094,False,-0.011460581765854627,False
2007-04-13,2007-04-16,-0.00829646017699126,0.003933632558374089,False,-0.011460581765854627,False
2007-04-16,2007-04-17,-0.00829646017699126,0.007735972271060376,False,-0.011460581765854627,False
2007-04-17,2007-04-18,-0.00829646017699126,-0.0009969592742135047,False,-0.011460581765854627,False
2007-04-18,2007-04-19,-0.00829646017699126,-0.0005987725163416613,False,-0.011460581765854627,False
2007-04-19,2007-04-20,-0.00829646017699126,0.0008986968895103864,False,-0.011460581765854627,False
2007-04-20,2007-04-23,-0.00829646017699126,-0.0014964832643288295,False,-0.011460581765854627,False
2007-04-23,2007-04-24,-0.00829646017699126,0.0005495328970375191,False,-0.011460581765854627,False
2007-04-24,2007-04-25,-0.00829646017699126,0.0006990213700817094,False,-0.011460581765854627,False
2007-04-25,2007-04-26,-0.00829646017699126,-0.006935435585270988,False,-0.011460581765854627,False
2007-04-26,2007-04-27,-0.00829646017699126,0.004119981912274584,False,-0.011460581765854627,False
2007-04-27,2007-04-30,-0.008173513542390043,0.0007505629221917776,False,-0.011460581765854627,False
2007-04-30,2007-05-01,-0.008173513542390043,-0.00034999999999996145,False,-0.011460581765854627,False
2007-05-01,2007-05-02,-0.008173513542390043,-0.004151453008553019,False,-0.011460581765854627,False
2007-05-02,2007-05-03,-0.008173513542390043,-0.0016072325464591142,False,-0.011460581765854627,False
2007-05-03,2007-05-04,-0.008173513542390043,0.0026662642116912494,False,-0.011460581765854627,False
2007-05-04,2007-05-07,-0.008173513542390043,0.0006522502634087601,False,-0.011460581765854627,False
2007-05-07,2007-05-08,-0.008173513542390043,-0.002105896510228633,False,-0.011460581765854627,False
2007-05-08,2007-05-09,-0.008173513542390043,0.0030650185910963135,False,-0.011460581765854627,False
